location,asset,mean_basis,std_basis,abs_basis,skew,spike_share,neg_share,peak_hour,trough_hour,diurnal_range,F1,F2,F3,F4,F5,F6,F7,F8,factor_r2,resid_std
SALVTION_GEN,other,-4.936363148359391,10.059535258800311,6.429407501845266,4.324523703173283,0.03254378313091324,0.6412131785546534,7,16,4.484331723027375,-0.03908363367927476,-0.006657101485633631,-0.06320493818678358,-0.006051448778547381,0.022087181421102463,0.03168578789131962,-0.017710350159718787,0.03654124905099368,0.9459820051138019,1.783137326793342
SAMSON_ALL,wind,0.2960397235455949,6.782721207838059,3.252834999664497,6.576047522356543,0.006642957793732806,0.36643628799570555,19,14,4.908695652173913,-0.007154380279474465,0.04414997579228733,0.007114108064321815,0.07263644832453532,0.021458073444717323,-0.04556268602686567,0.03261433929049054,0.031262932457299344,0.8528833764763735,1.8194448882006757
SANDHSYD1_2,other,3.833832114339394,15.175960812046775,4.653679125008387,13.772516366488768,0.026571831174931223,0.12078105079514191,17,4,10.010917874396135,0.007643545495308361,0.030611421348027586,0.04528588619242976,-0.04301218898534722,0.0726733969180661,-0.02400286159551521,-0.027978446542063384,0.032535840836376555,0.8165725667351988,3.1665469158034245
SANDHSYD3_4,other,3.833832114339394,15.175960812046775,4.653679125008387,13.772516366488768,0.026571831174931223,0.12078105079514191,17,4,10.010917874396135,0.007643545495308361,0.030611421348027586,0.04528588619242976,-0.04301218898534722,0.0726733969180661,-0.02400286159551521,-0.027978446542063377,0.03253584083637657,0.8165725667351988,3.1665469158034245
SANDHSYD6_7,other,3.833832114339394,15.175960812046775,4.653679125008387,13.772516366488768,0.026571831174931223,0.12078105079514191,17,4,10.010917874396135,0.007643545495308361,0.030611421348027586,0.04528588619242976,-0.04301218898534722,0.0726733969180661,-0.02400286159551521,-0.027978446542063384,0.032535840836376555,0.8165725667351988,3.1665469158034245
SANDHSYD_5AC,other,3.833832114339394,15.175960812046775,4.653679125008387,13.772516366488768,0.026571831174931223,0.12078105079514191,17,4,10.010917874396135,0.007643545495308361,0.030611421348027586,0.04528588619242976,-0.04301218898534722,0.0726733969180661,-0.02400286159551521,-0.027978446542063384,0.032535840836376555,0.8165725667351988,3.1665469158034245
SANDHSYD_CC1,thermal,3.80079044487687,15.17340580881515,4.641980809233041,13.784211719175106,0.026437630007381065,0.12393477823257062,17,4,9.947294685990338,0.007839809427780398,0.03038662127348508,0.04483272646144582,-0.04258233138944796,0.07232665124690084,-0.02438331557400347,-0.029334306479785396,0.032528809698230354,0.8086362022460005,3.231173861665644
SANDLAKE_RN,other,9.438864658122526,19.95148844728753,13.458852580017448,4.164441554684711,0.16848956585922298,0.2420318056767094,3,15,24.562753623188403,-0.035859541411790444,-0.020557550096443295,0.05064615295649719,0.001958258816757407,-0.0510018128542931,-0.025782970268077986,-0.037741035781865606,0.04086359087913775,0.9374086896089872,4.210540499099948
SANTACRU_ALL,wind,-6.220526739582635,32.27873092428217,8.906615446554385,-20.295136419023404,0.06273904582969872,0.5007716567134134,9,19,17.81666666666667,0.03065603961892187,-0.05760821703719356,-0.012218588143616071,0.021808976297598454,0.01683933829997196,-0.02758787243659416,-0.01974993924492145,-0.0014383848794128455,0.9538580313684129,2.671217351023853
SAN_SANMIGG1,other,-1.7771556062537748,23.252406284269455,4.973694558142656,-22.629173829453293,0.02140508622425015,0.29135073475139234,1,19,8.063360491065652,0.033347795319418276,-0.04893452890073565,0.018340217159872847,0.017104779866524675,0.012431778374695154,0.003585696765025897,-0.018104362962915704,0.011372101005445083,0.8353099644443527,2.8673636042396278
SBEAN_BESS,storage,9.60259276655707,20.350247055712284,13.627026773132927,4.199413734271295,0.17009997986982486,0.24377642085486143,0,15,25.011046698872786,-0.034966246538969945,-0.02012357211772384,0.051643507695357395,0.002576599239361214,-0.05070712031580672,-0.025629867695575348,-0.038693356353804796,0.03960370912762552,0.9193031934201175,4.887281165886228
SBE_RN_1,other,0.11463329530966918,8.837336521132588,3.141944574917802,-13.285155984026424,0.008655975306985171,0.256995235858552,15,20,3.173607085346216,0.042881421798444654,0.003798363857122656,0.00660774906609102,0.012182086109155634,-0.018413962334300607,0.03384058854087344,-0.004442488359567373,0.02143799316484106,0.7084326655113027,2.3720951058085937
SC2SES_UNIT1,thermal,0.5641166208146011,5.812134641917715,2.9036683889149835,5.720761209365799,0.005770650204656781,0.3155740454941958,19,4,1.5752495974235101,0.004413809234896058,0.05295774639074447,-0.004187492700831506,0.0711600663366543,-0.0034871433687494176,-0.03887478782619222,-0.001841168371207101,0.00014755736227124153,0.8836906959413252,1.3902591764587287
SCES_UNIT1,thermal,-0.8789854391733208,6.47118084250724,3.146064550761592,3.269425892817859,0.007917868885459303,0.3942159296785882,19,15,7.639983896940419,-0.0078010517161906595,0.018303007110812317,0.021812177635653348,0.07672845756299802,-0.008205162359556728,0.06101770908687273,-0.06910699509656851,-0.06790675875640086,0.835207020722373,1.9602363631907198
SCLP_PUN1,other,-0.11593169160571698,8.961359259609678,2.9518734482990006,-14.738182072974856,0.007179762463933436,0.2742400858887472,15,7,3.542946859903381,0.04781670177152896,-0.0011505268258579842,0.01032790143348183,0.013066041522760922,-0.008832658366494234,0.04397049766440351,0.017612310827564728,0.04688821639695832,0.9106833062585884,1.207757468309297
SCLP_PUN2,other,-0.11498691538616386,8.961030246402057,2.9516627524659462,-14.739895683807156,0.007179762463933436,0.2739716835536469,15,7,3.5444605475040256,0.0478232542664013,-0.0011348564709312903,0.010316308724102436,0.013050002970174817,-0.00883489719423377,0.04394633847585325,0.017610423318235875,0.046872708525720785,0.9107523547486598,1.2071955062392563
SCLP_PUN3,other,-0.11498691538616386,8.961030246402057,2.9516627524659462,-14.739895683807156,0.007179762463933436,0.2739716835536469,15,7,3.5444605475040256,0.0478232542664013,-0.0011348564709312903,0.010316308724102436,0.013050002970174817,-0.00883489719423377,0.04394633847585325,0.017610423318235875,0.046872708525720785,0.9107523547486598,1.2071955062392563
SCLP_PUN4,other,-0.11567738039320935,8.96123723477617,2.9516634234717842,-14.738693224786202,0.007179762463933436,0.27417298530497214,15,7,3.5430434782608695,0.047817204717441913,-0.0011453685341137293,0.010323260421603178,0.013066752462472981,-0.008826358486526551,0.04396240346204816,0.01761935581633319,0.046894885144640346,0.9106781188671775,1.207725031479478
SCLP_SCLPC_1,other,-0.11499228343286587,8.961032565610662,2.9516681205126485,-14.739883142810784,0.007179762463933436,0.2739716835536469,15,7,3.5444605475040256,0.047823236918672234,-0.0011348539376726883,0.010316230194043265,0.013050062554555585,-0.008835124651392079,0.043946230275327465,0.017610370042351935,0.04687279430503006,0.9107517878216752,1.2072010236202442
SCLP_SCLPC_2,other,-0.11499228343286587,8.961032565610662,2.9516681205126485,-14.739883142810784,0.007179762463933436,0.2739716835536469,15,7,3.5444605475040256,0.047823236918672234,-0.0011348539376726883,0.010316230194043265,0.013050062554555585,-0.008835124651392079,0.043946230275327465,0.017610370042351935,0.04687279430503006,0.9107517878216752,1.2072010236202442
